wp_id,slug,title,deathdate,description,prev_views,latest_views,diff,ratio,pct_change,anomaly_score
48071,Goldie_Hawn,Goldie Hawn,,American entertainer,901127,437551,-463576,0.48555974906977595833,-0.51444025093022404167,46.872040250930224041670
7517,Calista_Flockhart,Calista Flockhart,,American actress,616432,155943,-460489,0.25297680847198068887,-0.74702319152801931113,46.795923191528019311130
33962749,Hossein_Vafaei,Hossein Vafaei,,Iranian snooker player,4736,155087,150351,32.7464104729729730,31.7464104729729730,46.78151047297297300
2815337,José_Santamaría,José Santamaría,2026-04-15,Uruguayan footballer and manager,4577,149672,145095,32.7008957832641468,31.7008957832641468,46.21039578326414680
256004,Michelle_Trachtenberg,Michelle Trachtenberg,2025-02-26,American actress and model,710840,255992,-454848,0.36012604805582128186,-0.63987395194417871814,46.124673951944178718140
28753159,Zendaya,Zendaya,,American actress and singer,2343015,1884194,-458821,0.80417496260160519672,-0.19582503739839480328,46.077925037398394803280
58816590,Javokhir_Sindarov,Javokhir Sindarov,,Uzbek chess grandmaster and 2026 Candidates Tournament winner,24999,353766,328767,14.1512060482419297,13.1512060482419297,46.02790604824192970
54110755,Charles_Melton_(actor),Charles Melton,,American actor,51252,436033,384781,8.5076289705767580,7.5076289705767580,45.98572897057675800
19043935,Lisa_Marie_Presley,Lisa Marie Presley,2023-01-12,American singer-song-writer and daughter of Elvis Presley,445867,894888,449021,2.0070738583478930,1.00707385834789298154,45.909173858347892981540
63488731,Aziz_Nasirzadeh,Aziz Nasirzadeh,2026-02-28,Iranian military officer (1964–2026),507345,59123,-448222,0.11653411386728951700,-0.88346588613271048300,45.705665886132710483000
454754,Stanley_Tucci,Stanley Tucci,,"American actor, writer, film producer and film director",325519,768724,443205,2.3615334281562674,1.3615334281562674,45.68203342815626740
436753,Catherine_O'Hara,Catherine O'Hara,0206-01-30,"Canadian-American actress, comedian, and screenwriter",763509,313272,-450237,0.41030557596570570877,-0.58969442403429429123,45.613394424034294291230
2604719,Jimmy_Bullard,Jimmy Bullard,,English television presenter,17560,305277,287717,17.3847949886104784,16.3847949886104784,45.15649498861047840
64776974,Byeon_Woo-seok,Byeon Woo-seok,,South Korean model and actor,84568,487656,403088,5.7664364771544792,4.7664364771544792,45.07523647715447920
54433363,Barry_Keoghan,Barry Keoghan,,Irish actor,1029377,584999,-444378,0.56830393529290046310,-0.43169606470709953690,44.869496064707099536900
797649,Ajit_Doval,Ajit Doval,,"Indian, National security advisor of India",678644,237942,-440702,0.35061387119019692210,-0.64938612880980307790,44.719586128809803077900
399009,Maggie_Gyllenhaal,Maggie Gyllenhaal,,American actress and producer,646963,208367,-438596,0.32206942282634401040,-0.67793057717365598960,44.537530577173655989600
42030147,Jack_Schlossberg,Jack Schlossberg,,American writer and political correspondent (born 1993),700110,261115,-438995,0.37296282012826555827,-0.62703717987173444173,44.526537179871734441730
37426141,Shohei_Ohtani,Shohei Ohtani,,Japanese baseball player,1023482,583025,-440457,0.56964851360356117645,-0.43035148639643882355,44.476051486396438823550
891226,Ryan_Gosling,Ryan Gosling,,Canadian actor,1706349,1266477,-439872,0.74221451766315097322,-0.25778548233684902678,44.244985482336849026780
32897,William_Shakespeare,William Shakespeare,1616-04-23,"English poet, playwright and actor",1220969,782728,-438241,0.64107114922655693961,-0.35892885077344306039,44.183028850773443060390
